fp_id,address,index,new_index,name,schedule,phone,branch_id,latitude,longitude,type,credit_point,punkt_currency,status,status_desc,schedule_detail
966,"Северо-Казахстанская  область, им. Г.Мусрепова район, с. Нежинка, ул. Центральная, д. 2",150418,T25E2X7,СОПС Нежинка,"Будни 09:00-16:00, перерыв 13:00-14:00, суббота. Воскресенье-Выходной",8(71535)28407,,53.060771,66.745572,dep,1,0,1,,
967,"Северо-Казахстанская  область, им. Г.Мусрепова район, с. Ломоносовка, ул. Ломоносова, д. 23",150417,T25C6M9,ППС с.Ломоносовка,"Будни 10:00-16:00 Перерыв 13:00-14:00, Суббота, Воскресенье-Выходной",8(71535)52241,,52.803508,66.467191,dep,0,0,1,,
968,"Атырауская область, Жылыойский район, г. Кульсары, ул. Абдрахманова, д. 5 ",060103,,ГОПС Кульсары-3,"пн, вт 09:00-17:00, ср, чт, пт 09:00-16:00, перерыв 13:00-14:00, сб, вс - выходной",8(712) 374-8660,,46.949089,53.988094,dep,1,0,1,,
969,"Северо-Казахстанская область, им. Г.Мусрепова район, с. Чистополье, ул. Ленина, д. 77",150437,T25P0H8,СОПС с.Чистополье,"Будни 09:00-18:00 перерыв 13:00-14:00, Суббота , Воскресенье-Выходной",8(71535)41696,,52.564218,67.256326,dep,1,0,1,,
970,"Восточно-Казахстанская область, Аягозский район, с. Акши, ул. Габбасова, д. 34 ",070206,F24E3H9,ППС с.Акши,"Будни 13:00-17:00 без перерыва, Суббота, Воскресенье-Выходной",,,48.141781,80.042627,dep,0,0,1,,
971,"Северо-Казахстанская  область, им. Г.Мусрепова район, с. Червонное, ул. Новоселова, д. 39",150434,T25M4B5,СОПС с.Червонное,"Будни 09:00-16:00, перерыв 13:00-14:00,Суббота , Воскресенье-Выходной",8(71535)27646,,53.281113,66.726084,dep,0,0,1,,
972,"Карагандинская область, Бухар-Жырауский район, с. Ботакара, ул. Казыбек би, д. 77 ",830102,M40C8D6,ПОПС №2,"Пн-Пт 09:00 - 16:00, перерыв 13:00-14:00, Суб 10:00 - 12:00, Воскр - выходной",8(721)5421594,,50.068789,73.710592,dep,0,0,1,,
973,"Северо-Казахстанская  область, им. Г.Мусрепова район, с. Целинное, ул. Целинная, д. 19",150497,T25C4F1,ППС с.Целинное,"Будни 11:00-15:00, Суббота, Воскресенье-Выходной",8(715)3525490,,52.606125,66.492272,dep,0,0,1,,
974,"Северо-Казахстанская  область, им. Г.Мусрепова район, с. Тахтаброд, ул. Советская, д. 60",150430,T25K9B7,СОПС с.Тахтаброд,"Будни 10:00-16:00,перерыв 13:00-14:00, Суббота Воскресенье-Выходной",8(71535)43425,,52.632321,67.579206,dep,0,0,1,,
975,"Северо-Казахстанская  область, им. Г.Мусрепова район, с. Шоптыколь, ул. Молодежная, д. 9",150439,T25T0M2,СОПС с.Шоптыколь,"Будни 09:00-16:00 Перерыв 13:00-14:00, Суббота, Воскресенье-Выходной",8(71535)53444,,52.428222,66.744335,dep,0,0,1,,
976,"Восточно-Казахстанская область, Аягозский район, с. Ай, ул. Центральная, д. 29 ",070203,F24M5X0,СОПС с.Ай,"Будни 11:00-18:00 Перерыв 12:00-14:00, Суббота, Воскресенье-Выходной",8(778) 413-2738,,47.747563,80.519191,dep,0,0,1,,
977,"Северо-Казахстанская область, им. Г.Мусрепова район, с. Ставрополка, ул. Комарова, д. 24",150429,T25C8P2,ППС с.Ставрополка,"Будни 09:00-15:00 без перерыва, Суббота, Воскресенье-Выходной",8(71535)53196,,52.838626,66.561698,dep,0,0,1,,
978,"Северо-Казахстанская  область, им. Г.Мусрепова район, с. Рузаевка, ул. Ленина, д. 53 ",150424,T25H4C8,СОПС с.Рузаевка,"Будни 09:00-18:00, перерыв 13:00-14:00,Суббота, Воскресенье-Выходной",8(71535)31551,,52.818918,66.949703,dep,1,0,1,,
979,"Северо-Казахстанская  область, им. Г.Мусрепова район, с. Раисовское, ул. Голопятова, д. 15",150423,T25B1G5,ППС с.Раисовское,"Будни 09:00-13:00, Суббота, Воскресенье-Выходной",8(71535)30234,,52.919415,67.466953,dep,0,0,1,,
981,"Северо-Казахстанская  область, им. Г.Мусрепова район, с. Дружба, ул. Советская, д. 46",150411,T25C1P5,ППС с.Дружба,"Будни 11:00-16:00, без перерыва, Суббота, Воскресенье-Выходной",8(71535)28533,,52.587703,66.490402,dep,0,0,1,,
983,"Северо-Казахстанская  область, им. Г.Мусрепова район, с. Андреевка, ул. Советская, д. 60 ",150402,T25A8T0,СОПС с.Андреевка,"Будни 09:00-16:00,перерыв 13:00-14:00, Суббота , Воскресенье-Выходной",8(71535)34142,,53.003201,67.386334,dep,0,0,1,,
984,"Северо-Казахстанская область, им. Г.Мусрепова район, с. Новоишимское, ул. Абылай хана, д. 22 ",840213,T25E7H5,ПОПС-1 РУПС Г.Мусрепова,"Будни 09:00-18:00 Перерыв 13:00-14:00, Суббота, Воскресенье-Выходной",,,53.209214,66.814941,dep,0,0,1,,
986,"г. Нур-Султан, ул. Болашак, д. 4/2 (Магазин Шанырак) ",010006,Z10B0P5,ГОПС-6 г.Нур-Султан,"Будни 09.00 - 17.00, перерыва 13.00 - 14.00, Сб.: 09.00 - 14.00, Вс.: выходной",8(717) 230-0746,,51.179363,71.337543,dep,1,0,1,,
989,"Северо-Казахстанская  область, им. Г.Мусрепова район, с. Новоишимское, ул. Абылай хана, д. 22 ",802238,T25E7H5,ПОПС-2 РУПС Г.Мусрепова,"Будни 09:00-18:00 Перерыв 13:00-14:00, Суббота, Воскресенье-Выходной",,,53.209214,66.814941,dep,0,0,1,,
990,"Северо-Казахстанская область, им. Г.Мусрепова район, с. Новоишимское, ул. Абылай хана, д. 22 ",802242,T25E7H5,ПОПС-3 РУПС Г.Мусрепова,"Будни 09:00-18:00 Перерыв 13:00-14:00, Суббота, Воскресенье-Выходной",,,53.209214,66.814941,dep,0,0,1,,
991,"Северо-Казахстанская область, им. Г.Мусрепова район, с. Новоишимское, ул. Абылай хана, д. 22 ",150400,T25E7H5,ЦОУ Мусрепова РУПС (Целинный_РУПС),"Понедельник-пятница с 09:00 – 18:00 без обеда, суббота с 09:00 – 13.00, воскресенье - выходной",8(715)3522176,503,53.209214,66.814941,dep,1,1,1,,"{'mon_begin': '09:00', 'mon_end': '18:00', 'tue_begin': '09:00', 'tue_end': '18:00', 'wed_begin': '09:00', 'wed_end': '18:00', 'thu_begin': '09:00', 'thu_end': '18:00', 'fri_begin': '09:00', 'fri_end': '18:00', 'sat_begin': '09:00', 'sat_end': '13:00', 'sun_begin': '', 'sun_end': ''}"
992,"Северо-Казахстанская область, Г.Мусрепова район, с. Новоишимское, ул. Ленина, д. 7 ",801201,,ППП ЦОН Г.Мусрепова,"Будни с 09:00 до 18:00, обед с 13:00 до 14:00, суббота с 09:00 до 13:00, воскресенье выходной",,,53.209214,66.814941,dep,0,0,1,,
994,"Атырауская  область, с. Томарлы, ул. Колхозная, д. 2 ",060024,,СОПС с.Томарлы,"Будни 09:00 - 11:40, без перерыва, Суббота, Воскресенье - Выходной",8(712) 239-1816,,47.163308,51.952942,dep,1,0,1,,
996,"Атырауская область, Индерский район, с. Будене, ул. С.Датулы, д. 1 Б ",060201,E13C6C2,СОПС с.Будене,"Будни 10:00-12:40, без перерыва, Суббота, Воскресенье-Выходной",8(712) 342-6471,,48.308117,51.397715,dep,0,0,1,,
997,"Атырауская область, Индерский район, с. Жарсуат, ул. Жаналисова, д. 1А ",060203,E13A1E1,СОПС с.Жарсуат,"Понедельник - четверг: 09:00-14:00, без перерыва, Пятница 09:00-18:00, перерыв 13:00-14:00, Суббота, Воскресенье-Выходной",8(712) 342-3500,,48.308117,51.397715,dep,1,0,1,,
998,"Атырауская область, пос. Балыкши, ул. А.Кунанбаева, д. 22 ",060014,E01E4A1,ГОПС п.Балыкши,"Пн-Пт 09.00-16:00, без перерыва, суббота 09.00-12.00, воскресенье - выходной",8(712) 224-3450,277,47.094496,51.923837,dep,1,0,1,,"{'mon_begin': '09:00', 'mon_end': '16:00', 'tue_begin': '09:00', 'tue_end': '16:00', 'wed_begin': '09:00', 'wed_end': '16:00', 'thu_begin': '09:00', 'thu_end': '16:00', 'fri_begin': '09:00', 'fri_end': '16:00', 'sat_begin': '09:00', 'sat_end': '12:00', 'sun_begin': '', 'sun_end': ''}"
999,"г. Нур-Султан, ул. Акбидай, д. 13 ",010007,Z10D2F4,ГОПС-7 г.Нур-Султан,"Будни 09.00 - 17.00, без перерыва, Сб.: 09.00 - 14.00, Вс.: выходной",8(717) 254-4160,,51.204879,71.399912,dep,0,0,1,,
1001,"Северо-Казахстанская область, Тайыншинский район, г. Тайынша, мкр. Железнодорожный, д. 2 ",151001,T37A0B0,ГОПС-1 г.Тайынша,"Будни 09:00-18:00 Перерыв 13:00-14:00, Суббота, Воскресенье-Выходной",8(7153)625078,,69.752434,53.844811,dep,1,0,1,,
1002,"Павлодарская  область, Аксуский район, с. Жолкудук, ул. Школьная, д. 1 ",140108,S10G2K0,СОПС с.Жолкудук,"Вторник, Четверг 09:00-16:00 Перерыв 13:00-14:00, Суббота 09:00-14:00, Понедельник, Среда, Пятница, Воскресенье-Выходной",8(71837)79425,,52.29791,76.909155,dep,0,0,1,,
1003,"Павлодарская  область, Аксуский район, с. Сарышыганак, ул. Молодежная, д. 15 ",140117,S10M3A2,СОПС с.Сарышыганак,"Вторник, Четверг, Суббота 09:00-15:00 Перерыв 13:00-14:00, Понедельник, Среда, Пятница, Воскресенье-Выходной",8(71837)40205,,52.040378,76.927292,dep,0,0,1,,
1004,"Павлодарская  область, Аксуский район, с. Енбек (Путь Ильича), ул. Школьная, д. 17 ",140116,S10K2G3,СОПС с.Путь Ильича (Енбек),"Понедельник, Среда, Пятница 11:00-16:00, Перерыв 14:00-15:00,Вторник, Четверг, Суббота,Воскресенье-Выходной",8(71837)73590,,51.954058,76.971684,dep,0,0,1,,
1005,"Северо-Казахстанская область, Тайыншинский район, с. Ильичевка, ул. Бескарагай, д. 23 ",151014,T37D8Y8,СОПС с.Ильичевка,"Будни 11:00-16:00 , суббота - 10:00-14:00, Воскресенье-Выходной",8(71536)43610,,70.381659,53.500933,dep,0,0,1,,
1007,"Павлодарская  область, Аксуский район, с. Пограничник, ул. Пограничная, д. 1 ",140115,S10G9F8,СОПС с.Пограничник,"Понедельник, Среда, Четверг, Пятница 09:00-17:00,  Перерыв 13:00-14:00, Вторник,суббота,Воскресенье выходной",8(71837)41778,,52.287905,76.369114,dep,0,0,1,,
1008,"Северо-Казахстанская  область, Тайыншинский район, с. Зеленый гай, ул. Воровского, д. 18 ",151011,T37F2P6,СОПС с.Зеленый гай,"Будни 09:00-17:00 Перерыв 13:00-14:00, Суббота, Воскресенье-Выходной",8(71536)77372,,70.400887,53.942197,dep,1,0,1,,
1009,"Павлодарская область, Аксуский район, с. Парамоновка, ул. Ленина, д. 23 ",140114,S10G6M1,СОПС с.Парамоновка,"Понедельник, Среда, Четверг, Пятница 10:00-17:00,  Перерыв 13:00-14:00,  Вторник, Суббота, Воскресенье-Выходной",8(71837)40465,,52.287853,76.369157,dep,1,0,1,,
1011,"Павлодарская область, Аксуский район, с. Кызылжар, ул. Школьная, д. 16 ",140113,S10M0K3,СОПС с.Кызылжар,"Понедельник-суббота:  09:00-16:00, Перерыв 13:00-14:00  Воскресенье: выходной.",8(71837)70525,,52.041648,76.925232,dep,1,0,1,,
1013,"Северо-Казахстанская  область, Тайыншинский район, с. Донецкое, ул. Комарова, д. 16 ",151009,T37E4H4,СОПС с.Донецкое,"Будни 09:00-13:00, Суббота, Воскресенье-Выходной",8(71536)74224,,70.097128,53.805928,dep,0,0,1,,
1014,"Павлодарская  область, Аксуский район, с. Калкаман, ул. Промышленная, д. 18/1 ",140110,,СОПС с.Калкаман,"Будни с 09.00 до 17.00, суббота с 09.00 до 14.00, воскресенье выходной",8(71837)78481,,52.041348,76.927292,dep,1,0,1,,
1017,"Павлодарская  область, Аксуский район, с. им. Мамаита Омарова, ул. Естая, д. 4 ",140109,S10H8X1,СОПС Казалы,"Понедельник, Среда, Пятница 11:00-16:00 Перерыв 14:00-15:00, Вторник, Четверг , Суббота, Воскресенье-Выходной",8(71837)41442,,51.875227,77.100579,dep,0,0,1,,
1020,"Северо-Казахстанская  область, Тайыншинский район, с. Леонидовка, ул. Школьная, д. 11 ",151026,T37T9F2,СОПС с.Леонидовка,"Будни 09:00-13:00, Суббота , Воскресенье-Выходной",8(71536)35442,,69.534663,53.967139,dep,0,0,1,,
1025,"Северо-Казахстанская  область, Тайыншинский район, с. Чкалово, ул. Гагарина, д. 22 ",151043,T37P4P3,СОПС с.Чкалово,"Будни 09:00-18:00 Перерыв 13:00-14:00, Суббота, Воскресенье-Выходной",8(71536)71367,,53.625328,70.43397,dep,1,0,1,,
1026,"Северо-Казахстанская область, Тайыншинский район, с. Чермошнянка, ул. Октябрьская, д. 4 ",151041,T37M9T0,ППС с.Чермошнянка,"Будни 09:00-13:00, Суббота, Воскресенье-Выходной",8(71536)38245,,53.956126,69.774563,dep,0,0,1,,
1027,"Акмолинская  область, Аккольский район, с. Домбыралы, ул. Тауелсиздик, д. 1 ",020102,C13E1M0,СОПС с.Домбыралы,"Будни 09:00-13:00, Суббота, Воскресенье-Выходной",8(71638)53095,,53.296238,69.597062,dep,0,0,1,,
1028,"Восточно-Казахстанская область, Аягозский район, с. Сарыарка, ул. Орталык, д. 22 ",070290,,ППС с.Сарыарка,"Будни 13:00-17:00,без перерыва, Суббота, Воскресенье-Выходной",,,47.667686,79.231403,dep,0,0,1,,
1030,"Северо-Казахстанская  область, Тайыншинский район, с. Петровка, ул. Советская, д. 20 ",151037,T37P2E0,СОПС с.Петровка,Понедельник-пятница с 09:00 – 13:00 без перерыва суббота воскресенье - выходной,8(71536)43749,,70.464785,53.614713,dep,0,0,1,,
1031,"Северо-Казахстанская  область, Тайыншинский район, с. Новогречановка, ул. Центральная, д. 20",151032,T37F7D7,ППС с.Новогречановка,"Будни 10:00-15:00, без перерыва, Суббота, Воскресенье-Выходной",8(71536)43942,,70.429005,53.862062,dep,0,0,1,,
1033,"Северо-Казахстанская  область, Тайыншинский район, с. Кирово, ул. Мира, д. 8 ",151018,T37G9A2,СОПС с.Кирово,"Будни 10:00-14:00, без перерыва. Суббота, Воскресенье-Выходной",8(71536)32230,,70.320594,54.146152,dep,0,0,1,,
1034,"Северо-Казахстанская  область, Тайыншинский район, с. Келлеровка, ул. Ленина, д. 102 ",151017,T37G1E3,СОПС с.Келлеровка,"понедельник - пятница с 09:00 до 18:00, перерыв на обед с 13:00 до 14:00, суббота и воскресенье выходные.",8(71536)51432,,69.296854,53.839461,dep,1,0,1,,
1035,"Северо-Казахстанская  область, Тайыншинский район, с. Карагаш, ул. Жанатлекская, д. 9 ",151016,T37D2M9,ППС с.Карагаш,"Будни 10:00-17:00, перерыв с 13:00-14:00, Суббота 09:00-14:00 Воскр - Выходной",8(71536)76625,,70.381917,53.500835,dep,1,0,1,,
1036,"Восточно-Казахстанская область, Аягозский район, с. Косагаш, ул. Кошкимбаева, д. 14 ",070292,F24K3Y6,ППС с.Косагаш,"Будни 13:00-17:00 без Перерыва, Суббота, Воскресенье-Выходной",,,48.009227,78.605016,dep,0,0,1,,
1038,"Северо-Казахстанская  область, Тайыншинский район, с. Аккудук, ул. Целинная, д. 39 ",151002,T37D5P3,СОПС с.Аккудук,"Будни 11:00-16:00 Перерыв 13:00-14:00, Суббота , Воскресенье-Выходной",8(71536)75291,,70.815451,53.659793,dep,0,0,1,,
1039,"Атырауская область, Жылыойский район, с. Аккизтогай, ул. Сатыбалдиева, д. 1 ",060104,E10K9K4,СОПС с.Аккизтогай,"пн,вт,ср,чт: 09:00-14:00, пт: 09:00-13:00, без перерыва, сб, вс - выходной",8(712) 372-7092,,47.094863,54.380877,dep,0,0,1,,
1040,"Восточно-Казахстанская область, Аягозский район, с. Акшауле, ул. Мубаракова, д. 19 ",070296,F24H0E6,ППС с.Акшауле,"Будни 09:00-15:00 Перерыв 13:00-14:00, Суббота, Воскресенье-Выходной",,,47.660264,79.220417,dep,0,0,1,,
1041,"Северо-Казахстанская область, Тайыншинский район, г. Тайынша, ул. Пролетарская, д. 210 ",151000,T37C1X5,ЦОУ Тайыншинского РУПС,"Пн-Пт 09.00-18:00, без перерыва, суббота 09.00-13.00, воскресенье - выходной",8(715)3622761,487,53.857475,69.785686,dep,1,1,1,,"{'mon_begin': '09:00', 'mon_end': '18:00', 'tue_begin': '09:00', 'tue_end': '18:00', 'wed_begin': '09:00', 'wed_end': '18:00', 'thu_begin': '09:00', 'thu_end': '18:00', 'fri_begin': '09:00', 'fri_end': '18:00', 'sat_begin': '09:00', 'sat_end': '13:00', 'sun_begin': '', 'sun_end': ''}"
1042,"Северо-Казахстанская область, Тайыншинский район, г. Тайынша, ул. Пролетарская, д. 210 ",840212,T37C1X5,ПОПС-1 Тайыншинского РУПС,"Будни 09:00-18:00, перерыв 13:00-14:00, суббота с 09:00-18:00, перерыв 13:00-14:00, Воскресенье -Выходной",,,69.782797,53.856438,dep,0,0,1,,
1043,"Северо-Казахстанская  область, Тайыншинский район, г. Тайынша, ул. Конституции Казахстана, д. 208 ",840210,T37B2T5,ППП ЦОН с.Тайыншинский РУПС,"понедельник-пятница с 9:00 до 18:00, обед с 14:00 до 15:00, суббота с 9:00 до 13:00, Вс -выходной",8(715)3621989,,53.855374,69.787203,dep,0,0,1,,
1046,"Северо-Казахстанская область, Тайыншинский район, г. Тайынша, ул. К.Маркса, д. 4",840211,,ППС 1 Тайынша,"Будни 09:00-18:00 Перерыв 13:00-14:00, Суббота, Воскресенье-Выходной",,,69.730076,53.837958,dep,0,0,1,,
1047,"Восточно-Казахстанская область, Аягозский район, с. Мадениет, ул. Турлыгулова, д. 10 ",070291,F24K5T6,ППС с.Мадениет,"Будни 13:00-17:00 без перерыва, Суббота, Воскресенье-Выходной",,,47.876009,78.622226,dep,0,0,1,,
1048,"Атырауская  область, с. Таскала, ул. Центральная, д. 18 ",060023,E01D2F8,СОПС с.Таскала,"Будни 10:00-16:00, перерыв 12:00-13:00, Сб 09:00-12:00, без перерыва, Вс - Выходной",8(712) 224-8594,,47.025168,51.908773,dep,0,0,1,,
1049,"Атырауская  область, Жылыойский район, с. Тургызба, ул. Жолдыбаева, д. 454 ",060110,,СОПС с.Тургызба,"Будни 10:00-12:40, без перерыва, Суббота, Воскресенье-Выходной",8(712) 372-9231,,47.006871,53.860501,dep,1,0,1,,
1050,"Восточно-Казахстанская область, Аягозский район, с. Бидайык, ул. Кинаят, д. 11 ",070295,F24H7P8,ППС с.Бидайык,"Будни 13:00-17:00 без перерыва, Суббота, Воскресенье-Выходной",,,49.896558,79.431857,dep,0,0,1,,
1051,"Восточно-Казахстанская область, Бескарагайский район, с. Глуховка, ул. Советская, д. 23 ",070301,F27C1Y5,СОПС с.Глуховка,"Будни 09:00-16:00, Перерыв 13:00-14:00, Суббота, Воскресенье-Выходной",8(722) 362-0099,,50.495444,79.87232,dep,0,0,1,,
1053,"Атырауская область, Индерский район, с. Елтай, ул. Женис, д. 23 ",060202,,СОПС с.Елтай,"Будни 10:00-12:40, без перерыва, Суббота, Воскресенье-Выходной",8(712) 342-5438,,48.557014,51.742436,dep,0,0,1,,
1054,"Атырауская  область, с. Ракуша, ул. Бокашева, д. 33А ",060022,,СОПС с.Ракуша,"Будни 09:00-11:40, перерыв 13:00-14:00, Суббота 09:00-12:30, без перерыва, Вс-выходной",8(712) 223-6248,,47.058859,51.842303,dep,0,0,1,,
1055,"Атырауская  область, с. Жумыскер, ул. Кожахметова, д. 1 ",060021,Е00Х471,СОПС Жумыскер,"Будни 10:00-12:40, без перерыва, Суббота, Воскресенье-Выходной",8(712) 223-2068,,47.080492,51.867907,dep,1,0,1,,
1056,"Восточно-Казахстанская область, Бескарагайский район, с. Малая Владимировка, ул. Горького, д. 2 ",070304,F27F4K0,СОПС с.Малая Владимировка,"Будни 09:00-15:30, Перерыв 13:00-14:00, Суббота, Воскресенье-Выходной",8(72236)92209,,50.951537,79.408776,dep,1,0,1,,
1058,"Атырауская  область, Жылыойский район, с. Шокпартогай, ул. Нурмагамбетова, д. 374 ",060111,E10M4Y1,СОПС с.Шокпартогай,"Будни 10:00-12:40, без перерыва, Суббота, Воскресенье-Выходной",8(712) 372-6013,,47.055703,54.157521,dep,0,0,1,,
1059,"Актюбинская  область, Темирский район, с. Таскопа, ул. Мектеп, д. 20",030809,D31B5C3,СОПС с.Таскопа,"Понедельник 10-00 до 14-00, вторник-пятница 10-00 до 13-00,  без перерыва; суббота, воскресенье-выходной",,,49.137505,55.743231,dep,0,0,1,,
1060,"Восточно-Казахстанская область, Бескарагайский район, с. Карабас, ул. В.Ленина, д. 57 ",070306,F27E9Y3,СОПС с.Карабас,"Будни 09:00-15:30 Перерыв 13:00-14:00, Суббота, Воскресенье-Выходной",8(722) 369-2341,,50.802632,79.536045,dep,1,0,1,,
1062,"Восточно-Казахстанская область, Бескарагайский район, с. Ерназар, ул. Чехова, д. 10 ",070308,F27D5F3,СОПС с.Ерназар,"Будни 09:00-17:30, Перерыв 13:00-14:00, Суббота, Воскресенье-Выходной",8(722) 362-2154,,51.00765,79.096638,dep,1,0,1,,
1064,"Актюбинская область, Темирский район, с. Шубаркудук, ул. Асау барака, д. 6",030800,D31C0K9,ЦОУ Темирского РУПС,"Понедельник-пятница 09.00 -18.00, суббота 09.00 -14.00, воскресенье -выходной",8(713) 462-2500,432,49.146273,56.485499,dep,1,1,1,,"{'mon_begin': '09:00', 'mon_end': '18:00', 'tue_begin': '09:00', 'tue_end': '18:00', 'wed_begin': '09:00', 'wed_end': '18:00', 'thu_begin': '09:00', 'thu_end': '18:00', 'fri_begin': '09:00', 'fri_end': '18:00', 'sat_begin': '09:00', 'sat_end': '14:00', 'sun_begin': '', 'sun_end': ''}"
1065,"Актюбинская  область, Темирский район, с. Копа, ул. Саябак, д. 43",030805,D31A6P9,СОПС с.Копа,"Понедельник 10-00 до 14-00, вторник-пятница 10-00 до 13-00,  без перерыва; суббота, воскресенье-выходной",,,49.217582,56.638024,dep,0,0,1,,
1066,"Актюбинская область, Темирский район, с. Сарколь, ул. Мектеп, д. 32",030804,D31E6Y7,СОПС с.Сарколь,"Понедельник 10-00 до 14-00, вторник-пятница 10-00 до 13-00,  без перерыва; суббота, воскресенье-выходной",,,48.608131,57.10784,dep,0,0,1,,
1067,"Атырауская  область, г. Атырау, ул. Айтеке би, д. 77 ",060010,E02M9H1,ГОПС-10 г.Атырау,"Пн-Пт 09.00-18:00, без перерыва, суббота, воскресенье - выходной",8(712) 227-1122,,47.106779,51.914758,dep,0,0,1,,
1068,"Восточно-Казахстанская область, Бескарагайский район, с. Жетижар, ул. В.Ленина, д. 17 ",070307,,СОПС Жетыжар,"Будни 09:00-15:30, Перерыв 13:00-14:00, Суббота, Воскресенье-Выходной",8(722) 369-7378,,51.00765,79.096638,dep,1,0,1,,
1077,"Павлодарская область, Актогайский район, с. Муткеново, ул. Шарапиденова, д. 5 ",140208,S16C3K9,СОПС с.Муткеново,"Пн.,Вт.,Ср.,Чт.,Пт. 09:00-17:00 Перерыв 13:00-15:00,  Суббота 14:00-16:00,  Воскресенье-Выходной",8(71841)24603,,52.901501,76.236071,dep,1,0,1,,
1078,"Восточно-Казахстанская область, Бескарагайский район, с. Карагайлы, ул. Ауэзова, д. 7А ",070305,F27A2D0,СОПС Карагайлы,"Будни 09:00-15:30, Перерыв 13:00-14:00, Суббота, Воскресенье-Выходной",8(722) 369-2555,,51.00765,79.091145,dep,0,0,1,,
1079,"Карагандинская область, г. Караганды, мкр. 17, д. 42",100011,,ГОПС-11,"Будни 09:00-18:00, Суббота 09:00-14:00, Воскресенье выходной",8(721) 246-2625,397,49.885425,73.198026,dep,1,1,1,,"{'mon_begin': '09:00', 'mon_end': '18:00', 'tue_begin': '09:00', 'tue_end': '18:00', 'wed_begin': '09:00', 'wed_end': '18:00', 'thu_begin': '09:00', 'thu_end': '18:00', 'fri_begin': '09:00', 'fri_end': '18:00', 'sat_begin': '09:00', 'sat_end': '14:00', 'sun_begin': '', 'sun_end': ''}"
1081,"Атырауская  область, г. Атырау, ул. Абая, д. 21 ",060007,E00H2T0 ,ГОПС-7 г.Атырау,"Пн-Пт 09.00-18:00, без перерыва, суббота 09.00-14.00, воскресенье - выходной",8(712) 232-8139,,47.102748,51.93326,dep,1,0,1,,
1084,"Восточно-Казахстанская область, Бескарагайский район, с. Канонерка, ул. Маяковского, д. 30 ",070303,F27E4D7,СОПС с.Канонерка,"Будни 09:00-17:00, Перерыв 13:00-14:00, Суббота, Воскресенье-Выходной",8(722) 369-2889,,50.723647,79.690633,dep,1,0,1,,
1085,"Восточно-Казахстанская область, Бескарагайский район, с. Бегень, ул. В.Ленина, д. 32А ",070398,F27F8G3,ППС с.Бегень,"Вторник, Четверг, Пятница 10:00-14:00, Пн, Ср, Сб, Вс-выходной",8(72236)92341,,51.185597,79.045669,dep,0,0,1,,
1086,"Атырауская область, г. Атырау, ул. Азаттык, д. 5 ",060002,E01X9D3,ГОПС-2 г.Атырау,"Пн-Пт 09.00-18:00, без перерыва, суббота - воскресенье - выходной",8(712) 232-4553,278,47.109217,51.92273,dep,0,0,1,,"{'mon_begin': '09:00', 'mon_end': '18:00', 'tue_begin': '09:00', 'tue_end': '18:00', 'wed_begin': '09:00', 'wed_end': '18:00', 'thu_begin': '09:00', 'thu_end': '18:00', 'fri_begin': '09:00', 'fri_end': '18:00', 'sat_begin': '', 'sat_end': '', 'sun_begin': '', 'sun_end': ''}"
1088,"Карагандинская  область, Шетский район, с. Киик, ул. Школьная, д. 1А ",101719,M58D1F2,ППС Киик,"Будни 09:00-13:30 , Суббота 10:00-11:30, Воскресенье-Выходной",,,47.509437,72.907271,dep,0,0,1,,
1090,"Атырауская  область, Жылыойский район, г. Жана Каратон, ул. Мунайшылар, д. 893 ",060106,E10K3C9,ГОПС Жана-Каратон,"Будни 10:00-12:40, без перерыва, Суббота, Воскресенье-Выходной",8(712) 303-4076,,46.93278,53.870589,dep,0,0,1,,
1091,"Павлодарская область, Качирский район, с. Байконыс, ул. Нещанова, д. 1 ",140601,S28A0T6,СОПС с.Байконыс,"Пн.,Пт. с 09:00 - 13:00, Вт.,Ср.,Чт. С 10:00 - 17:00. Перерыв с 13:00-14:00. Суббота,Воскресенье -Выходной.",8(71833)95472,,52.956044,76.422192,dep,0,0,1,,
1092,"Восточно-Казахстанская область, Бородулихинский район, с. Ауыл, ул. Первомайская, д. 55 ",070401,F30B2B9,СОПС с.Аул станция,"Будни 09:00-17:30 Перерыв 13:00-14:00, Суббота, Воскресенье-Выходной",8(723) 512-6629,,51.050559,81.040737,dep,0,0,1,,
1093,"Восточно-Казахстанская область, Бородулихинский район, с. Буркотово, ул. В.Ленина, д. 20 ",070403,,СОПС с.Буркотово,"Понедельник, Среда, Четверг, Пятница 09:00-17:00, Перерыв 13:00-14:00, Вторник, Суббота, Воскресенье-Выходной",8(723) 532-6629,,50.743358,81.520676,dep,0,0,1,,
1094,"Карагандинская  область, г. Караганды, ул. Медицинская, д. 62",100005,M03E1C7,ГОПС-5,"Будни 09:00-17:00, обед 13:00-14:00, Суббота 09:00-14:00 , Воскресенье-Выходной",8(7212)417725,,49.864531,73.013749,dep,1,0,1,,
1095,"Карагандинская область, г. Караганды, пр. Республика, д. 9 (ТК Казмарт)",100014,M02F3G6,ГОПС-14,"будни 10:00-18:, перерыв 13:00-14:00. Субб 10:00-14:00, воскресенье выходной.",8(7212)422502,,49.806093,73.137824,dep,1,0,1,,
